observation_id,listing_id,date,price_inr,in_stock,shipping_cost_inr,is_local_quote,sku_id,retailer_id,chipset,brand,model_name,vram_gb,msrp_inr,is_reference_spec,total_effective_price_inr,msrp_premium_ratio,ref_sku_daily_price_inr,premium_over_reference,price_lag_1d,price_diff_lag_1d,price_lag_3d,price_diff_lag_3d,price_lag_7d,price_diff_lag_7d,price_lag_14d,price_diff_lag_14d,rolling_median_3d,rolling_std_3d,price_volatility_3d,rolling_median_7d,rolling_std_7d,price_volatility_7d,rolling_median_14d,rolling_std_14d,price_volatility_14d,usd_inr_rate,crypto_mining_index,silicon_supply_index,import_duty_rate
OBS-1073,LST-5060TI-16G-ASUS-MD,2026-06-25,78000,True,0,False,RTX5060TI-16G-ASUS-DUAL,MDCOMPUTERS,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,78000,1.56,98900.0,0.7887,75550.0,2450.0,72450.0,5550.0,66850.0,11150.0,,,74900.0,1634.7782724271783,0.0218,71800.0,3214.5502536643066,0.0448,69125.0,4053.424478141909,0.0586,83.85,48.9,97.8,0.18
OBS-1074,LST-5060TI-16G-ASUS-PRIME,2026-06-25,78400,True,250,False,RTX5060TI-16G-ASUS-DUAL,PRIMEABGB,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,78650,1.573,98900.0,0.7952,78000.0,650.0,74900.0,3750.0,68800.0,9850.0,,,75550.0,1634.7782724271783,0.0216,72450.0,3344.077921170055,0.0462,69450.0,4620.355161476424,0.0665,83.85,48.9,97.8,0.18
OBS-1086,LST-5060TI-16G-ASUS-MD,2026-06-30,81200,True,0,False,RTX5060TI-16G-ASUS-DUAL,MDCOMPUTERS,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,81200,1.624,102800.0,0.7899,78650.0,2550.0,75550.0,5650.0,69450.0,11750.0,,,78000.0,1634.7782724271783,0.021,74900.0,3358.074845304457,0.0448,70625.0,5024.824736880248,0.0711,83.92,50.5,97.2,0.18
OBS-1087,LST-5060TI-16G-ASUS-PRIME,2026-06-30,81600,True,250,False,RTX5060TI-16G-ASUS-DUAL,PRIMEABGB,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,81850,1.637,102800.0,0.7962,81200.0,650.0,78000.0,3850.0,71800.0,10050.0,,,78650.0,1691.3998147491118,0.0215,75550.0,3407.6943748494864,0.0451,71800.0,5584.545409959296,0.0778,83.92,50.5,97.2,0.18
OBS-1099,LST-5060TI-16G-ASUS-MD,2026-07-05,83500,True,0,False,RTX5060TI-16G-ASUS-DUAL,MDCOMPUTERS,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,83500,1.67,105800.0,0.7892,81850.0,1650.0,78650.0,4850.0,72450.0,11050.0,64200.0,19300.0,81200.0,1691.3998147491118,0.0208,78000.0,3421.7094029293453,0.0439,72125.0,6004.825211792248,0.0833,84.0,52.0,96.8,0.18
OBS-1100,LST-5060TI-16G-ASUS-PRIME,2026-07-05,83900,True,250,False,RTX5060TI-16G-ASUS-DUAL,PRIMEABGB,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,84150,1.683,105800.0,0.7954,83500.0,650.0,81200.0,2950.0,74900.0,9250.0,64850.0,19300.0,81850.0,1185.6784274554916,0.0145,78650.0,3240.0396822966495,0.0412,73675.0,6170.312876103687,0.0838,84.0,52.0,96.8,0.18
OBS-1112,LST-5060TI-16G-ASUS-MD,2026-07-10,85200,True,0,False,RTX5060TI-16G-ASUS-DUAL,MDCOMPUTERS,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,85200,1.704,108000.0,0.7889,84150.0,1050.0,81850.0,3350.0,75550.0,9650.0,66200.0,19000.0,83500.0,1185.6784274554916,0.0142,81200.0,3129.39215153599,0.0385,75225.0,6158.270816596929,0.0819,84.08,51.2,96.3,0.18
OBS-1113,LST-5060TI-16G-ASUS-PRIME,2026-07-10,85600,True,250,False,RTX5060TI-16G-ASUS-DUAL,PRIMEABGB,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,85850,1.717,108000.0,0.7949,85200.0,650.0,83500.0,2350.0,78000.0,7850.0,66850.0,19000.0,84150.0,857.807282163847,0.0102,81850.0,2729.3815800513457,0.0333,76775.0,6106.348030020582,0.0795,84.08,51.2,96.3,0.18
OBS-1125,LST-5060TI-16G-ASUS-MD,2026-07-15,86500,True,0,False,RTX5060TI-16G-ASUS-DUAL,MDCOMPUTERS,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,86500,1.73,109800.0,0.7878,85850.0,650.0,84150.0,2350.0,78650.0,7850.0,68800.0,17700.0,85200.0,857.807282163847,0.0101,83500.0,2515.5705591565056,0.0301,78325.0,5880.785671140387,0.0751,84.15,49.7,95.9,0.18
OBS-1126,LST-5060TI-16G-ASUS-PRIME,2026-07-15,86900,True,250,False,RTX5060TI-16G-ASUS-DUAL,PRIMEABGB,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,87150,1.743,109800.0,0.7937,86500.0,650.0,85200.0,1950.0,81200.0,5950.0,69450.0,17700.0,85850.0,649.9999999999918,0.0076,84150.0,1993.2624609155064,0.0237,79925.0,5660.00160175491,0.0708,84.15,49.7,95.9,0.18
OBS-1138,LST-5060TI-16G-ASUS-MD,2026-07-20,87400,True,0,False,RTX5060TI-16G-ASUS-DUAL,MDCOMPUTERS,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,87400,1.748,111000.0,0.7874,87150.0,250.0,85850.0,1550.0,81850.0,5550.0,71800.0,15600.0,86500.0,649.9999999999918,0.0075,85200.0,1845.6512594280196,0.0217,81525.0,5273.978469912345,0.0647,84.22,50.8,95.4,0.18
OBS-1139,LST-5060TI-16G-ASUS-PRIME,2026-07-20,87800,True,250,False,RTX5060TI-16G-ASUS-DUAL,PRIMEABGB,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,88050,1.761,111000.0,0.7932,87400.0,650.0,86500.0,1550.0,83500.0,4550.0,72450.0,15600.0,87150.0,464.5786621588654,0.0053,85850.0,1480.106173797649,0.0172,82675.0,4935.64212507484,0.0597,84.22,50.8,95.4,0.18
OBS-1151,LST-5060TI-16G-ASUS-MD,2026-07-25,88000,True,0,False,RTX5060TI-16G-ASUS-DUAL,MDCOMPUTERS,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,88000,1.76,112000.0,0.7857,88050.0,-50.0,87150.0,850.0,84150.0,3850.0,74900.0,13100.0,87400.0,464.5786621588654,0.0053,86500.0,1357.957149194046,0.0157,83825.0,4448.819142001832,0.0531,84.3,51.9,94.9,0.18
OBS-1152,LST-5060TI-16G-ASUS-PRIME,2026-07-25,88400,True,250,False,RTX5060TI-16G-ASUS-DUAL,PRIMEABGB,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,88650,1.773,112000.0,0.7915,88000.0,650.0,87400.0,1250.0,85200.0,3450.0,75550.0,13100.0,88000.0,361.70890690349603,0.0041,87150.0,1079.682493010729,0.0124,84675.0,4038.348114576763,0.0477,84.3,51.9,94.9,0.18
OBS-1164,LST-5060TI-16G-ASUS-MD,2026-07-30,88500,True,0,False,RTX5060TI-16G-ASUS-DUAL,MDCOMPUTERS,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,88500,1.77,112500.0,0.7867,88650.0,-150.0,88050.0,450.0,85850.0,2650.0,78000.0,10500.0,88050.0,361.70890690349603,0.0041,87400.0,967.323258127209,0.0111,85525.0,3499.8135743129646,0.0409,84.38,50.1,94.5,0.18
OBS-1165,LST-5060TI-16G-ASUS-PRIME,2026-07-30,88900,True,250,False,RTX5060TI-16G-ASUS-DUAL,PRIMEABGB,RTX 5060 Ti,ASUS,ASUS Dual GeForce RTX 5060 Ti 16GB GDDR7 OC Edition,16,49999,False,89150,1.783,112500.0,0.7924,88500.0,650.0,88000.0,1150.0,86500.0,2650.0,78650.0,10500.0,88500.0,340.34296427768714,0.0038,88000.0,771.3624310267718,0.0088,86175.0,3080.747108617163,0.0357,84.38,50.1,94.5,0.18
OBS-1013,LST-5060TI-16G-EAGLE-LOCAL,2026-06-01,59200,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,59700,1.1481,81500.0,0.7325,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,83.5,50.2,100.0,0.18
OBS-1012,LST-5060TI-16G-EAGLE-PRIME,2026-06-01,60500,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,60750,1.1683,81500.0,0.7454,59700.0,1050.0,,,,,,,59700.0,0.0,0.0,59700.0,0.0,0.0,59700.0,0.0,0.0,83.5,50.2,100.0,0.18
OBS-1026,LST-5060TI-16G-EAGLE-LOCAL,2026-06-05,60900,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,61400,1.1808,84000.0,0.731,60750.0,650.0,,,,,,,60225.0,742.4621202458749,0.0123,60225.0,742.4621202458749,0.0123,60225.0,742.4621202458749,0.0123,83.55,51.1,99.5,0.18
OBS-1025,LST-5060TI-16G-EAGLE-PRIME,2026-06-05,62200,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,62450,1.201,84000.0,0.7435,61400.0,1050.0,59700.0,2750.0,,,,,60750.0,857.8072821638522,0.0141,60750.0,857.8072821638522,0.0141,60750.0,857.8072821638522,0.0141,83.55,51.1,99.5,0.18
OBS-1039,LST-5060TI-16G-EAGLE-LOCAL,2026-06-10,63200,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,63700,1.225,87500.0,0.728,62450.0,1250.0,60750.0,2950.0,,,,,61400.0,857.8072821638522,0.014,61075.0,1153.6174987114819,0.0189,61075.0,1153.6174987114819,0.0189,83.62,49.8,99.1,0.18
OBS-1038,LST-5060TI-16G-EAGLE-PRIME,2026-06-10,64500,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,64750,1.2452,87500.0,0.74,63700.0,1050.0,61400.0,3350.0,,,,,62450.0,1151.4483632943927,0.0184,61400.0,1541.5090009468001,0.0251,61400.0,1541.5090009468001,0.0251,83.62,49.8,99.1,0.18
OBS-1052,LST-5060TI-16G-EAGLE-LOCAL,2026-06-15,65900,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,66400,1.2769,91200.0,0.7281,64750.0,1650.0,62450.0,3950.0,,,,,63700.0,1151.4483632943927,0.0181,61925.0,1885.4044658905425,0.0304,61925.0,1885.4044658905425,0.0304,83.7,52.4,98.6,0.18
OBS-1051,LST-5060TI-16G-EAGLE-PRIME,2026-06-15,67200,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,67450,1.2971,91200.0,0.7396,66400.0,1050.0,63700.0,3750.0,59700.0,7750.0,,,64750.0,1361.06575888162,0.021,62450.0,2360.7404004030686,0.0378,62450.0,2360.7404004030686,0.0378,83.7,52.4,98.6,0.18
OBS-1065,LST-5060TI-16G-EAGLE-LOCAL,2026-06-20,68800,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,69300,1.3327,95000.0,0.7295,67450.0,1850.0,64750.0,4550.0,60750.0,8550.0,,,66400.0,1361.06575888162,0.0205,63700.0,2512.2082867848535,0.0394,63075.0,2748.6360253769512,0.0436,83.78,51.0,98.2,0.18
OBS-1064,LST-5060TI-16G-EAGLE-PRIME,2026-06-20,70100,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,70350,1.3529,95000.0,0.7405,69300.0,1050.0,66400.0,3950.0,61400.0,8950.0,,,67450.0,1468.2756326157999,0.0218,64750.0,2817.7583119852434,0.0435,63700.0,3252.285521154487,0.0511,83.78,51.0,98.2,0.18
OBS-1078,LST-5060TI-16G-EAGLE-LOCAL,2026-06-25,71700,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,72200,1.3885,98900.0,0.73,70350.0,1850.0,67450.0,4750.0,62450.0,9750.0,,,69300.0,1468.2756326157999,0.0212,66400.0,2907.0931316678693,0.0438,64225.0,3667.215867960628,0.0571,83.85,48.9,97.8,0.18
OBS-1077,LST-5060TI-16G-EAGLE-PRIME,2026-06-25,73000,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,73250,1.4087,98900.0,0.7406,72200.0,1050.0,69300.0,3950.0,63700.0,9550.0,,,70350.0,1468.2756326157999,0.0209,67450.0,3062.639695550542,0.0454,64750.0,4161.735870348509,0.0643,83.85,48.9,97.8,0.18
OBS-1091,LST-5060TI-16G-EAGLE-LOCAL,2026-06-30,74600,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,75100,1.4443,102800.0,0.7305,73250.0,1850.0,70350.0,4750.0,64750.0,10350.0,,,72200.0,1468.2756326157999,0.0203,69300.0,3092.1944742636497,0.0446,65575.0,4581.955715829015,0.0699,83.92,50.5,97.2,0.18
OBS-1090,LST-5060TI-16G-EAGLE-PRIME,2026-06-30,75900,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,76150,1.4645,102800.0,0.7408,75100.0,1050.0,72200.0,3950.0,66400.0,9750.0,,,73250.0,1468.2756326157999,0.02,70350.0,3139.646628584321,0.0446,66400.0,5064.5670835313995,0.0763,83.92,50.5,97.2,0.18
OBS-1104,LST-5060TI-16G-EAGLE-LOCAL,2026-07-05,76500,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,77000,1.4808,105800.0,0.7278,76150.0,850.0,73250.0,3750.0,67450.0,9550.0,59700.0,17300.0,75100.0,1468.2756326157999,0.0196,72200.0,3139.646628584321,0.0435,66925.0,5485.136008611548,0.082,84.0,52.0,96.8,0.18
OBS-1103,LST-5060TI-16G-EAGLE-PRIME,2026-07-05,77800,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,78050,1.501,105800.0,0.7377,77000.0,1050.0,75100.0,2950.0,69300.0,8750.0,60750.0,17300.0,76150.0,951.7527690179506,0.0125,73250.0,2914.2915499474625,0.0398,68375.0,5576.226273255904,0.0816,84.0,52.0,96.8,0.18
OBS-1117,LST-5060TI-16G-EAGLE-LOCAL,2026-07-10,77900,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,78400,1.5077,108000.0,0.7259,78050.0,350.0,76150.0,2250.0,70350.0,8050.0,61400.0,17000.0,77000.0,951.7527690179506,0.0124,75100.0,2767.6274866321573,0.0369,69825.0,5622.063335986718,0.0805,84.08,51.2,96.3,0.18
OBS-1116,LST-5060TI-16G-EAGLE-PRIME,2026-07-10,79200,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,79450,1.5279,108000.0,0.7356,78400.0,1050.0,77000.0,2450.0,72200.0,7250.0,62450.0,17000.0,78050.0,728.5830998131448,0.0093,76150.0,2356.146975769654,0.0309,71275.0,5496.893478328266,0.0771,84.08,51.2,96.3,0.18
OBS-1130,LST-5060TI-16G-EAGLE-LOCAL,2026-07-15,79200,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,79700,1.5327,109800.0,0.7259,79450.0,250.0,78050.0,1650.0,73250.0,6450.0,63700.0,16000.0,78400.0,728.5830998131448,0.0093,77000.0,2125.0210082994945,0.0276,72725.0,5328.640477707163,0.0733,84.15,49.7,95.9,0.18
OBS-1129,LST-5060TI-16G-EAGLE-PRIME,2026-07-15,80500,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,80750,1.5529,109800.0,0.7354,79700.0,1050.0,78400.0,2350.0,75100.0,5650.0,64750.0,16000.0,79450.0,689.8067362191637,0.0087,78050.0,1699.369631027066,0.0218,74175.0,5062.131820826913,0.0682,84.15,49.7,95.9,0.18
OBS-1143,LST-5060TI-16G-EAGLE-LOCAL,2026-07-20,79900,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,80400,1.5462,111000.0,0.7243,80750.0,-350.0,79450.0,950.0,76150.0,4250.0,66400.0,14000.0,79700.0,689.8067362191637,0.0087,78400.0,1601.5617378046725,0.0204,75625.0,4756.824189900878,0.0629,84.22,50.8,95.4,0.18
OBS-1142,LST-5060TI-16G-EAGLE-PRIME,2026-07-20,81200,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,81450,1.5664,111000.0,0.7338,80400.0,1050.0,79700.0,1750.0,77000.0,4450.0,67450.0,14000.0,80400.0,534.6338310781814,0.0066,79450.0,1347.6611132589662,0.017,76575.0,4369.966492189255,0.0571,84.22,50.8,95.4,0.18
OBS-1156,LST-5060TI-16G-EAGLE-LOCAL,2026-07-25,80500,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,81000,1.5577,112000.0,0.7232,81450.0,-450.0,80750.0,250.0,78050.0,2950.0,69300.0,11700.0,80750.0,534.6338310781814,0.0066,79700.0,1232.689664726582,0.0155,77525.0,3958.980957238856,0.0511,84.3,51.9,94.9,0.18
OBS-1155,LST-5060TI-16G-EAGLE-PRIME,2026-07-25,81800,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,82050,1.5779,112000.0,0.7326,81000.0,1050.0,80400.0,1650.0,78400.0,3650.0,70350.0,11700.0,81000.0,526.7826876426366,0.0065,80400.0,1047.9003951211973,0.013,78225.0,3524.29752956851,0.0451,84.3,51.9,94.9,0.18
OBS-1169,LST-5060TI-16G-EAGLE-LOCAL,2026-07-30,80600,True,500,True,RTX5060TI-16G-GIGA-EAGLE,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,81100,1.5596,112500.0,0.7209,82050.0,-950.0,81450.0,-350.0,79450.0,1650.0,72200.0,8900.0,81450.0,526.7826876426366,0.0065,80750.0,924.5333443212498,0.0114,78925.0,3090.8785514445217,0.0392,84.38,50.1,94.5,0.18
